Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude
1325,ST Engineering,5.2,0.5,6.5,10.4,Singapore,Asia,1.352083,103.819836
1325,Joy Global,5.7,0.8,6.2,6.6,USA,North America,37.09024,-95.712891
1329,Beijing Entreprises,4.6,0.4,11.5,8.6,Hong Kong,Asia,22.396428,114.109497
1330,Amadeus IT Holdings,3.8,0.7,6.8,11.9,Spain,Europe,40.463667,-3.74922
1332,Torchmark,3.6,0.5,18.8,5.6,USA,North America,37.09024,-95.712891
1333,China Longyuan Power,2.7,0.4,17.3,7.2,China,Asia,35.86166,104.195397
1334,Infineon Technologies,5,0.5,7.2,9.3,Germany,Europe,51.165691,10.451526
1335,Amphenol,4.3,0.6,5.2,11.6,USA,North America,37.09024,-95.712891
1336,First Republic Bank,1.5,0.4,34.4,5,USA,North America,37.09024,-95.712891
1337,GF Securities,1,0.3,12.2,13.9,China,Asia,35.86166,104.195397
1338,GEA Group,7.4,0.4,8.5,6.6,Germany,Europe,51.165691,10.451526
1338,Shimizu,16.1,0,17,2.6,Japan,Asia,36.204824,138.252924
1339,Ball,8.7,0.4,7.5,6.9,USA,North America,37.09024,-95.712891
1340,Zions Bancorp,2.5,0.3,55.5,4.7,USA,North America,37.09024,-95.712891
1341,Umicore,16.6,0.3,4.7,5.9,Belgium,Europe,50.503887,4.469936
1342,Wuhan Iron & Steel,16.1,0.2,15.5,4.5,China,Asia,35.86166,104.195397
1343,Odakyu Electric Railway,6.1,0.2,15.9,8.8,Japan,Asia,36.204824,138.252924
1343,US Steel,19.3,-0.1,15.2,2.9,USA,North America,37.09024,-95.712891
1345,Alfresa Holdings,28.2,0.1,13.1,2.7,Japan,Asia,36.204824,138.252924
1346,Atos,11.7,0.3,9.3,6.4,France,Europe,46.227638,2.213749
1347,Agile Property Holdings,4.8,0.8,14.7,4,China,Asia,35.86166,104.195397
1349,Yuanta Financial Holding,1.2,0.4,25.3,5.1,Taiwan,Asia,23.69781,120.960515
1350,Eurasian Natural Resources,6.3,-0.8,20.2,6.8,UK,Europe,55.378051,-3.435973
1351,Abengoa,10.3,0.2,25.5,1.5,Spain,Europe,40.463667,-3.74922
1352,DSME,12.5,0.2,15.2,5,South Korea,Asia,35.907757,127.766922
1354,Hyundai Marine & Fire,8.1,0.4,16,2.3,South Korea,Asia,35.907757,127.766922
1355,Host Hotels & Resorts,5.3,0.1,13,12.9,USA,North America,37.09024,-95.712891
1356,MMI Holdings,6.2,0.3,36.8,4,South Africa,Africa,-30.559482,22.937506
1357,Calpine,5.5,0.2,16.5,9.2,USA,North America,37.09024,-95.712891
1358,Henry Schein,8.9,0.3,5.3,7.9,USA,North America,37.09024,-95.712891
1359,Darden Restaurants,8.3,0.4,7,6.4,USA,North America,37.09024,-95.712891
1360,Acciona,9.3,0.2,24.9,3.6,Spain,Europe,40.463667,-3.74922
1361,Mitsui Chemicals,17.6,0,15.2,2.3,Japan,Asia,36.204824,138.252924
1361,Paychex,2.3,0.6,7.5,12.4,USA,North America,37.09024,-95.712891
1363,A̩roports de Paris,3.5,0.5,12.4,8.4,France,Europe,46.227638,2.213749
1364,Supervalu,34.8,-0.5,11.9,0.9,USA,North America,37.09024,-95.712891
1365,Axis Capital Holdings,3.9,0.5,18.9,5,Bermuda,North America,32.321384,-64.75737
1365,Universal Health,13.9,0.3,8.2,6.1,USA,North America,37.09024,-95.712891
1367,Rockwell Collins,4.7,0.6,5.3,8.7,USA,North America,37.09024,-95.712891
1368,Thai Oil,14.6,0.4,5.6,4.7,Thailand,Asia,15.870032,100.992541
1370,Raymond James Financial,4.2,0.3,22.3,6.7,USA,North America,37.09024,-95.712891
1371,Soho China,2.5,1.7,12.6,4,China,Asia,35.86166,104.195397
1373,Korean Air,11.3,0.2,21.6,2.6,South Korea,Asia,35.907757,127.766922
1374,Dongbu Insurance,8.2,0.3,15.6,2.5,South Korea,Asia,35.907757,127.766922
1375,UCB,4,0.3,11.7,11.7,Belgium,Europe,50.503887,4.469936
1376,Samsung Engineering,10.8,0.5,5.3,4.7,South Korea,Asia,35.907757,127.766922
1378,Gudang Garam,5.2,0.4,4.3,9.8,Indonesia,Asia,-0.789275,113.921327
1379,AU Optronics,13,-1.9,18.2,3.8,Taiwan,Asia,23.69781,120.960515
1380,Olympus,10.2,-0.6,11.6,6.8,Japan,Asia,36.204824,138.252924
1381,Nippon Paper Industries,12.6,-0.5,18.5,1.9,Japan,Asia,36.204824,138.252924
1382,Check Point Software,1.4,0.6,4.5,10.3,Israel,Asia,31.046051,34.851612
1383,Far Eastern New Century,7.8,0.4,10.9,5.4,Taiwan,Asia,23.69781,120.960515
1384,Commercial Bank of Qatar,1.1,0.6,22,4.5,Qatar,Asia,25.354826,51.183884
1385,Inner Mongolia Rare-Earth,1.8,0.6,2.2,11.8,China,Asia,35.86166,104.195397
1386,JGC,6.7,0.5,6.3,6.7,Japan,Asia,36.204824,138.252924
1387,China Taiping Insurance,8.1,0.1,31.3,3.1,Hong Kong,Asia,22.396428,114.109497
1388,Shenzhen Overseas,3,0.6,11.7,6.7,China,Asia,35.86166,104.195397
1390,AutoNation,15.7,0.3,6.6,5.4,USA,North America,37.09024,-95.712891
1391,Hua Nan Financial,1.6,0.3,65.2,5,Taiwan,Asia,23.69781,120.960515
1392,Jabil Circuit,17.6,0.4,8.2,3.9,USA,North America,37.09024,-95.712891
1393,Caesars Entertainment,8.6,-1.5,28,2.1,USA,North America,37.09024,-95.712891
1394,Silver Wheaton,0.8,0.6,3.2,10.8,Canada,North America,56.130366,-106.346771
1395,Alfa Laval,4.6,0.5,5.1,9.9,Sweden,Europe,60.128161,18.643501
1395,Scana,4.2,0.4,14.6,6.6,USA,North America,37.09024,-95.712891
1397,Catamaran,9.9,0.1,7.4,10.7,USA,North America,37.09024,-95.712891
1398,Altera,1.8,0.6,4.7,11.2,USA,North America,37.09024,-95.712891
1399,Caltex Australia,24.2,0.1,5,6.2,Australia,Oceania,-25.274398,133.775136
1399,A2A,8.1,0.3,15.8,1.9,Italy,Europe,41.87194,12.56738
1401,Dassault Syst̬mes,2.7,0.4,4.8,14.2,France,Europe,46.227638,2.213749
1401,TAQA,7.5,0.2,33.3,2.2,United Arab Emirates,Asia,23.424076,53.847818
1403,Taishin Financial Holdings,2.4,0.3,86.2,2.8,Taiwan,Asia,23.69781,120.960515
1403,SAIC,11.2,0.5,5.9,4.3,USA,North America,37.09024,-95.712891
1405,Millicom International,4.9,0.5,7.9,8.2,Luxembourg,Europe,49.815273,6.129583
1406,Taiwan Mobile,3.4,0.5,3.2,12,Taiwan,Asia,23.69781,120.960515
1406,Peabody Energy,8.1,-0.6,15.8,5.9,USA,North America,37.09024,-95.712891
1408,Fastenal,3.1,0.4,1.8,15.1,USA,North America,37.09024,-95.712891
1410,Bilfinger,11.2,0.4,8.8,4.9,Germany,Europe,51.165691,10.451526
1411,Vallourec,7,0.3,11.9,6.6,France,Europe,46.227638,2.213749
1412,Hellenic Telecom,6.2,0.6,10.7,3.7,Greece,Europe,39.074208,21.824312
1413,Aurizon Holdings,3.6,0.5,10.3,9,Australia,Oceania,-25.274398,133.775136
1414,Rexam,7,0.3,9.9,6.3,UK,Europe,55.378051,-3.435973
1415,ADT,3.2,0.4,9.5,11.5,USA,North America,37.09024,-95.712891
1416,Bajaj Auto,3.7,0.6,2.2,9.9,India,Asia,20.593684,78.96288
1417,Roper Industries,3,0.5,7.1,12.3,USA,North America,37.09024,-95.712891
1418,Shanghai Construction,14.5,0.3,13.3,2.7,China,Asia,35.86166,104.195397
1419,China Merchants Holdings,1.4,0.5,10,8.6,Hong Kong,Asia,22.396428,114.109497
1420,Rock-Tenn,9.2,0.3,10.5,6.5,USA,North America,37.09024,-95.712891
1420,KLA-Tencor,3.1,0.7,5.1,8.7,USA,North America,37.09024,-95.712891
1422,Suzuken,22.5,0.1,11.8,3.1,Japan,Asia,36.204824,138.252924
1423,Cerner,2.7,0.4,3.7,16,USA,North America,37.09024,-95.712891
1424,First Pacific,6,0.3,13.9,5.3,Hong Kong,Asia,22.396428,114.109497
1425,Empire,17.4,0.4,15,16.9,Canada,North America,56.130366,-106.346771
1425,Semen Indonesia,2.1,0.5,2.8,11.2,Indonesia,Asia,-0.789275,113.921327
1425,Oriental Land,4.4,0.4,7.5,13.3,Japan,Asia,36.204824,138.252924
1429,Rural Electrification,2.1,0.6,21.7,4.1,India,Asia,20.593684,78.96288
1429,Exxaro Resources,1.5,1.2,4.9,6.4,South Africa,Africa,-30.559482,22.937506
1431,BYD,7.4,0,11,8.3,China,Asia,35.86166,104.195397
1431,Impala Platinum Holdings,3.4,0.5,8.9,9.3,South Africa,Africa,-30.559482,22.937506
1431,Advanced Semiconductor,6.6,0.4,8.3,6.3,Taiwan,Asia,23.69781,120.960515
1434,Alliance Data Systems,3.6,0.4,12,7.9,USA,North America,37.09024,-95.712891
1435,Gold Fields,3.4,0.7,11.2,5.9,South Africa,Africa,-30.559482,22.937506
1436,Angang Steel,12.3,-0.7,16.2,4.1,China,Asia,35.86166,104.195397
1436,Denbury Resources,2.5,0.5,11.1,7,USA,North America,37.09024,-95.712891
1438,First Financial Holdings,1.5,0.3,68.7,5.1,Taiwan,Asia,23.69781,120.960515
1438,Pioneer Natural Resources,3.2,0.2,13.1,17.3,USA,North America,37.09024,-95.712891
1440,NYSE Euronext,3.7,0.3,12.6,9.2,USA,North America,37.09024,-95.712891
1441,Celesio,28.6,-0.2,10.5,3.2,Germany,Europe,51.165691,10.451526
1442,KT&G,3.7,0.7,6.3,8.4,South Korea,Asia,35.907757,127.766922
1443,Shanxi Taigang Stainless,15.3,0.3,10.5,3.1,China,Asia,35.86166,104.195397
1444,Banco BPI,2.2,0.3,58.8,2,Portugal,Europe,39.399872,-8.224454
1444,Hanwha Corp,10.2,0.3,14.9,2.1,South Korea,Asia,35.907757,127.766922
1446,Yang Quan Coal Industry,8,0.4,4.4,5.4,China,Asia,35.86166,104.195397
1447,Hengan International Group,2.4,0.5,3.8,11.9,China,Asia,35.86166,104.195397
1448,Petro Rabigh,16.5,0.1,12.7,4,Saudi Arabia,Asia,23.885942,45.079162
1448,Olam International,13.5,0.3,10.9,3.1,Singapore,Asia,1.352083,103.819836
1450,Petronas Gas,1.2,0.5,4.4,11.8,Malaysia,Asia,4.210484,101.975766
1451,Direct Line Insurance,6.1,0.3,18.8,4.7,UK,Europe,55.378051,-3.435973
1452,Meico Crown Entertainment,4.1,0.4,7.9,11.5,Hong Kong,Asia,22.396428,114.109497
1453,Bank Danamon Indonesia,2.5,0.4,16.1,5.9,Indonesia,Asia,-0.789275,113.921327
1454,Life Technologies,3.8,0.4,8.6,10.8,USA,North America,37.09024,-95.712891
1455,Shanghai Pharmaceuticals,10.8,0.3,8.1,5.6,China,Asia,35.86166,104.195397
1455,Arca Continental,4.4,0.4,4.9,12,Mexico,North America,23.634501,-102.552784
1455,Avon Products,10.7,0,7.4,8.7,USA,North America,37.09024,-95.712891
1455,Wyndham Worldwide,4.5,0.4,9.5,8.6,USA,North America,37.09024,-95.712891
1459,SNC-Lavalin Group,7.9,0.3,9.7,6.4,Canada,North America,56.130366,-106.346771
1460,GPT Group,0.7,0.6,9.7,6,Australia,Oceania,-25.274398,133.775136
1461,Tasnee,4.8,0.5,12.2,5.3,Saudi Arabia,Asia,23.885942,45.079162
1462,TPK Holding,5.9,0.5,3.4,6.7,Taiwan,Asia,23.69781,120.960515
1463,Hysan Development,0.3,1.3,8.8,5.2,Hong Kong,Asia,22.396428,114.109497
1464,Capita,5.4,0.4,6.3,8.7,UK,Europe,55.378051,-3.435973
1465,Grupo Elektra,5.3,-1.5,12.8,9.5,Mexico,North America,23.634501,-102.552784
1466,Allahabad Bank,3.3,0.4,36,1.3,India,Asia,20.593684,78.96288
1466,Ashland,8.1,0.1,12.4,6.4,USA,North America,37.09024,-95.712891
1468,WorleyParsons,7.6,0.4,4.4,6.6,Australia,Oceania,-25.274398,133.775136
1469,Mexichem,4.9,0.4,7.6,10.8,Mexico,North America,23.634501,-102.552784
1470,American Water Works,2.9,0.4,14.7,7.1,USA,North America,37.09024,-95.712891
1471,Samsung Electro-Mechanic,7,0.4,6.5,6.4,South Korea,Asia,35.907757,127.766922
1472,Yamaha Motor,13.9,0.1,11.1,4.9,Japan,Asia,36.204824,138.252924
1472,Petsmart,6.8,0.4,2.5,6.7,USA,North America,37.09024,-95.712891
1472,Brown-Forman,2.4,0.4,3.5,14.7,USA,North America,37.09024,-95.712891
1475,Electric Power Development,7.9,0.2,23.9,3.8,Japan,Asia,36.204824,138.252924
1475,Nomos Bank,2.7,0.4,29.4,2.6,Russia,Europe,61.52401,105.318756
1477,NHN,2.1,0.5,2.8,10.4,South Korea,Asia,35.907757,127.766922
1477,SinoPac Financial,1.3,0.3,46.7,3.5,Taiwan,Asia,23.69781,120.960515
1479,Daelim Industrial,9.6,0.4,10.2,2.8,South Korea,Asia,35.907757,127.766922
1480,Fortis (Canada),3.8,0.4,15,6.9,Canada,North America,56.130366,-106.346771
1480,Hoya,4.4,0.5,6.7,8.2,Japan,Asia,36.204824,138.252924
1480,Tauron Group,7.6,0.5,10.1,2.5,Poland,Europe,51.919438,19.145136
1483,Avago Technologies,2.4,0.6,2.9,8.8,Singapore,Asia,1.352083,103.819836
1484,Protective Life,3.6,0.3,57.4,2.7,USA,North America,37.09024,-95.712891
1485,China National Chemical,6.9,0.4,7.2,6.7,China,Asia,35.86166,104.195397
1486,Huntsman,11.2,0.3,8.9,4.6,USA,North America,37.09024,-95.712891
1487,Crown Ltd,2.8,0.5,5.9,9.4,Australia,Oceania,-25.274398,133.775136
1487,Mondi,7.7,0.3,8.7,6.4,UK,Europe,55.378051,-3.435973
1489,Bunzl,8.7,0.3,4.8,6.5,UK,Europe,55.378051,-3.435973
1489,Concho Resources,1.8,0.4,8.6,10.1,USA,North America,37.09024,-95.712891
1491,SK Networks,24.8,0,10,1.7,South Korea,Asia,35.907757,127.766922
1492,Newell Rubbermaid,5.9,0.4,6.2,7.3,USA,North America,37.09024,-95.712891
1493,Reliance Steel,8.4,0.4,5.9,5.3,USA,North America,37.09024,-95.712891
1494,Kingdom Holding,0.8,0.2,11.2,19,Saudi Arabia,Asia,23.885942,45.079162
1495,Hutchinson Port Holdings,1.6,0.3,17.4,7.3,Singapore,Asia,1.352083,103.819836
1496,Petronas Dagangan,9.6,0.3,3.2,7.4,Malaysia,Asia,4.210484,101.975766
1497,Jindal Steel & Power,3.6,0.8,8.8,6.2,India,Asia,20.593684,78.96288
1498,G4S,11.9,0.1,9.1,6.4,UK,Europe,55.378051,-3.435973
1499,Perrigo,3.3,0.4,4.3,10.9,USA,North America,37.09024,-95.712891
1500,Unicharm,5.2,0.3,5.2,10.6,Japan,Asia,36.204824,138.252924
1500,Nvidia,4.3,0.6,6.4,7.8,USA,North America,37.09024,-95.712891
1500,Xilinx,2.2,0.5,4.6,10.1,USA,North America,37.09024,-95.712891
1503,Chang Hwa Bank,1.2,0.3,52.3,4.3,Taiwan,Asia,23.69781,120.960515
1504,Accor,7.3,-0.8,10,8.4,France,Europe,46.227638,2.213749
1505,Alpha Bank,4.6,-1.4,76.9,0.5,Greece,Europe,39.074208,21.824312
1506,New Hope Liuhe,11.4,0.4,3.5,3.6,China,Asia,35.86166,104.195397
1506,Taiwan Cooperative Financial,1.9,0.2,91,4.5,Taiwan,Asia,23.69781,120.960515
1508,Samsung Card,3.3,0.7,15.3,4.1,South Korea,Asia,35.907757,127.766922
1509,X5 Retail Group,15.8,-0.1,9.6,5,Russia,Europe,61.52401,105.318756
1510,Ametek,3.3,0.5,5.2,10.4,USA,North America,37.09024,-95.712891
1510,CBRE Group,6.5,0.3,7.8,8.2,USA,North America,37.09024,-95.712891
1512,Smurfit Kappa Group,9.7,0.3,10.9,3.7,Ireland,Europe,53.41291,-8.24389
1513,BBMG,5.1,0.5,13.3,4.4,China,Asia,35.86166,104.195397
1514,Bank Audi,2,0.4,31.3,2.4,Lebanon,Asia,33.854721,35.862285
1515,Flowserve,4.8,0.4,4.8,8.1,USA,North America,37.09024,-95.712891
1516,Orkla,5.4,0.3,10.4,8.4,Norway,Europe,60.472024,8.468946
1517,Embraer,6.2,0.3,9.5,6.3,Brazil,South America,-14.235004,-51.92528
1517,EasyJet,6.2,0.4,6.9,6.4,UK,Europe,55.378051,-3.435973
1519,Huatai Securities,1.3,0.3,13.6,9.5,China,Asia,35.86166,104.195397
1520,BR Malls,0.6,0.9,8.7,5.8,Brazil,South America,-14.235004,-51.92528
1521,Hexagon,3.2,0.5,7,9.8,Sweden,Europe,60.128161,18.643501
1522,Lundbergs,3.3,0.5,13.9,5.2,Sweden,Europe,60.128161,18.643501
1523,Compal Electronics,23.1,0.2,9.8,3,Taiwan,Asia,23.69781,120.960515
1524,Neste Oil,23.7,0.2,9.7,3.8,Finland,Europe,61.92411,25.748151
1526,Travis Perkins,7.9,0.4,7.1,5,UK,Europe,55.378051,-3.435973
1527,Masraf Al Rayan,0.7,0.4,16.9,5.1,Qatar,Asia,25.354826,51.183884
1528,Xiamen C&D,12.8,0.4,8.2,2.3,China,Asia,35.86166,104.195397
1529,China International Marine,8.6,0.3,10.3,4.9,China,Asia,35.86166,104.195397
1530,Public Power,7.7,0,21.2,2,Greece,Europe,39.074208,21.824312
1531,Aker Solutions,8.1,0.4,7.1,5.1,Norway,Europe,60.472024,8.468946
1532,Crescent Point Energy,2,0.2,12.2,14.4,Canada,North America,56.130366,-106.346771
1533,BS Financial Group,2.1,0.3,38.6,2.8,South Korea,Asia,35.907757,127.766922
1534,China Merchants Securities,1.1,0.3,10.9,9.7,China,Asia,35.86166,104.195397
1534,Sino Land,1.1,0.6,14.7,3.9,Hong Kong,Asia,22.396428,114.109497
1534,HCL Technologies,3.8,0.4,3.2,10.2,India,Asia,20.593684,78.96288
1537,Citrix Systems,2.6,0.4,4.8,8.1,USA,North America,37.09024,-95.712891
1538,Financi̬re de l'Odet,11,0.3,11.1,3.2,France,Europe,46.227638,2.213749
1539,PostNL,5.7,0.9,6.1,1,The Netherlands,Europe,52.132633,5.291266
1540,InterContinental Hotels,1.9,0.6,3.1,8.1,UK,Europe,55.378051,-3.435973
1541,Avis Budget Group,7.4,0.3,15.2,3,USA,North America,37.09024,-95.712891
1542,Natura Cosmeticos,3.1,0.4,2.5,10.5,Brazil,South America,-14.235004,-51.92528
1543,CGI Group,6.3,0,10.8,8,Canada,North America,56.130366,-106.346771
1544,Hunan Valin Steel,11.7,0,13.6,1,China,Asia,35.86166,104.195397
1545,Sigma-Aldrich,2.6,0.5,3.8,9.5,USA,North America,37.09024,-95.712891
1546,Saudi Arabian Mining,1.5,0.3,14.7,8.1,Saudi Arabia,Asia,23.885942,45.079162
1547,NSK,8.9,0.3,10.2,4.2,Japan,Asia,36.204824,138.252924
1548,CR Bard,3,0.5,4.2,8.3,USA,North America,37.09024,-95.712891
1549,Experditors International,6,0.3,3,7.9,USA,North America,37.09024,-95.712891
1550,Union National Bank,1.2,0.4,23.7,2.7,United Arab Emirates,Asia,23.424076,53.847818
1551,Kinross Gold,4.3,-2.5,14.9,9.1,Canada,North America,56.130366,-106.346771
1551,Weir Group,4.1,0.5,5.3,7.9,UK,Europe,55.378051,-3.435973
1553,China Communications Services,9.8,0.4,7.2,4.7,China,Asia,35.86166,104.195397
1554,ICAP,2.7,0.2,129.9,3.2,UK,Europe,55.378051,-3.435973
1555,Wistron,22.2,0.2,9.4,2.5,Taiwan,Asia,23.69781,120.960515
1556,Banca Popolare dell'Emilia,4.1,0,81.3,2.6,Italy,Europe,41.87194,12.56738
1556,Hokuhoku Financial Group,2.5,0.2,128.7,2.6,Japan,Asia,36.204824,138.252924
1559,Beam,2.5,0.4,8.6,10.1,USA,North America,37.09024,-95.712891
1560,Hokkaido Electric Power,7.7,-0.9,19.6,1.7,Japan,Asia,36.204824,138.252924
1561,Lagard̬re,9.5,0.1,12.4,5,France,Europe,46.227638,2.213749
1561,Kansas City Southern,2.2,0.4,6.4,11.9,USA,North America,37.09024,-95.712891
1563,Pall,2.7,0.6,3.5,7.6,USA,North America,37.09024,-95.712891
1564,Chinese Estates,0.4,1.3,9.6,2.9,Hong Kong,Asia,22.396428,114.109497
1565,Pinnacle West,3.3,0.4,13.4,6.3,USA,North America,37.09024,-95.712891
1566,BOK Financial,1.5,0.4,28.1,4.2,USA,North America,37.09024,-95.712891
1567,Yamaguchi Financial,1.8,0.2,110.2,2.5,Japan,Asia,36.204824,138.252924
1568,Dongfang Electric,6,0.3,12.6,4.7,China,Asia,35.86166,104.195397
1569,Coloplast,1.9,0.4,1.8,11.4,Denmark,Europe,56.26392,9.501785
1570,World Fuel Services,38.9,0.2,4.1,2.9,USA,North America,37.09024,-95.712891
1571,Burberry Group,3,0.4,2.4,9.7,UK,Europe,55.378051,-3.435973
1572,Salzgitter,13.4,-0.1,11.7,2.5,Germany,Europe,51.165691,10.451526
1572,Scripps Network Interactive,2.3,0.4,4.1,9.6,USA,North America,37.09024,-95.712891
1574,Banrisul,3.6,0.4,22.3,3.6,Brazil,South America,-14.235004,-51.92528
1576,Arkema,8.4,0.3,7.2,6.4,France,Europe,46.227638,2.213749
1577,Shangri-La Asia,2.1,0.4,11.9,7.2,Hong Kong,Asia,22.396428,114.109497
1578,Ingredion,6.5,0.4,5.6,5.3,USA,North America,37.09024,-95.712891
1580,UNY Group Holdings,13.3,0.1,11.7,1.7,Japan,Asia,36.204824,138.252924
1581,Indian Bank,2.6,0.3,27.5,1.4,India,Asia,20.593684,78.96288
1581,Joyo Bank,1.9,0.2,97.1,4.2,Japan,Asia,36.204824,138.252924
1581,Enagas,1.6,0.5,10.6,5.8,Spain,Europe,40.463667,-3.74922
1584,Teradata,2.7,0.4,3.1,9.6,USA,North America,37.09024,-95.712891
1585,Nishi-Nippon City Bank,1.9,0.2,92.7,2.4,Japan,Asia,36.204824,138.252924
1586,Marfrig Group,12.3,-0.1,12,2.5,Brazil,South America,-14.235004,-51.92528
1586,Hyosung,11.2,0.1,12.9,1.6,South Korea,Asia,35.907757,127.766922
1588,77 Bank,1.4,0.1,92.2,2,Japan,Asia,36.204824,138.252924
1588,Wolters Kluwer,4.8,0.4,8.5,6.6,The Netherlands,Europe,52.132633,5.291266
1588,Plains Exploration,2.6,0.3,17.3,6.1,USA,North America,37.09024,-95.712891
1591,Empresas CMPC,4.8,0.2,14,8,Chile,South America,-35.675147,-71.542969
1592,Goodman Group,0.7,0.4,8.4,8.9,Australia,Oceania,-25.274398,133.775136
1592,Inner Mongolia Yili,6,0.3,3.2,8.9,China,Asia,35.86166,104.195397
1594,Grupo Argos,3.8,0.2,15.2,9.5,Colombia,South America,4.570868,-74.297333
1594,CVR Energy,8.6,0.4,3.6,4.8,USA,North America,37.09024,-95.712891
1596,Magnitogorsk Iron & Steel,8.5,-0.1,16.2,3.3,Russia,Europe,61.52401,105.318756
1597,TDK,9.8,0,12.6,4.6,Japan,Asia,36.204824,138.252924
1598,Bank of Kyoto,1.4,0.2,89.4,3.5,Japan,Asia,36.204824,138.252924
1599,Helmerich & Payne,3.3,0.6,5.9,7,USA,North America,37.09024,-95.712891
1600,McCormick & Co,4,0.4,4.2,9.4,USA,North America,37.09024,-95.712891
1601,Buenaventura,1.5,0.7,4.5,6.3,Peru,South America,-9.189967,-75.015152
1602,Smiths Group,4.7,0.4,5.3,7.8,UK,Europe,55.378051,-3.435973
1604,InTouch,0.3,0.5,1.5,8.6,Thailand,Asia,15.870032,100.992541
1605,Hatteras Financial,0.5,0.3,26.4,2.7,USA,North America,37.09024,-95.712891
1606,Gecina,0.9,0.3,14.8,7.1,France,Europe,46.227638,2.213749
1607,Sumitomo Rubber,8.2,0.4,8.5,4.3,Japan,Asia,36.204824,138.252924
1608,Kawasaki Kisen Kaisha,11.7,-0.5,12.3,2.2,Japan,Asia,36.204824,138.252924
1609,Atco,4.4,0.4,14.4,5,Canada,North America,56.130366,-106.346771
1610,Maanshan Iron & Steel,11.8,-0.6,12.2,2.3,China,Asia,35.86166,104.195397
1611,Quinenco,4.1,0.2,46.3,5,Chile,South America,-35.675147,-71.542969
1611,Mizrahi Tefahot Bank,2.1,0.3,43.4,2.4,Israel,Asia,31.046051,34.851612
1613,TCL Corp,11,0.1,12.8,3.4,China,Asia,35.86166,104.195397
1613,Shandong Gold-Mining,6.3,0.3,2,7.6,China,Asia,35.86166,104.195397
1615,Advance Auto Parts,6.2,0.4,4.6,5.9,USA,North America,37.09024,-95.712891
1616,E-L Financial,3,0.5,16.7,2.1,Canada,North America,56.130366,-106.346771
1616,Western Refining,9.5,0.4,2.5,3.1,USA,North America,37.09024,-95.712891
1618,Banco de Valencia,1.2,-4.7,28.3,6,Spain,Europe,40.463667,-3.74922
1619,Hiroshima Bank,1.5,0.2,80.5,2.9,Japan,Asia,36.204824,138.252924
1620,NHPC,1.4,0.6,11.8,4.6,India,Asia,20.593684,78.96288
1620,Hachijuni Bank,2,0.2,80.2,2.9,Japan,Asia,36.204824,138.252924
1622,Doosan Infracore,7.2,0.4,10.5,2.3,South Korea,Asia,35.907757,127.766922
1623,Grifols,3.5,0.3,7.4,12.1,Spain,Europe,40.463667,-3.74922
1624,Gunma Bank,1.5,0.2,78.5,2.7,Japan,Asia,36.204824,138.252924
1624,Jtekt,12.7,0.2,11.4,3.3,Japan,Asia,36.204824,138.252924
1626,Soriana,8,0.3,5.7,6.8,Mexico,North America,23.634501,-102.552784
1627,Usiminas,6.2,-0.3,15.3,5.3,Brazil,South America,-14.235004,-51.92528
1628,Chugoku Bank,1.4,0.2,76.7,3.2,Japan,Asia,36.204824,138.252924
1629,Bankinter,3.7,0.2,76.5,3.3,Spain,Europe,40.463667,-3.74922
1630,Waters,1.8,0.5,3.2,8.1,USA,North America,37.09024,-95.712891
1631,Netease,1.3,0.6,3.1,6.8,China,Asia,35.86166,104.195397
1631,Jizhong Energy Resources,6,0.5,6,4.9,China,Asia,35.86166,104.195397
1633,Novozymes,2,0.4,2.6,11,Denmark,Europe,56.26392,9.501785
1633,URS,11,0.3,8.8,3.5,USA,North America,37.09024,-95.712891
1635,Banca Popolare di Milano,2,-0.6,69.3,2,Italy,Europe,41.87194,12.56738
1636,ARM Holdings,0.9,0.3,2.3,19.6,UK,Europe,55.378051,-3.435973
1637,Iyo Bank,1.4,0.2,68.9,2.8,Japan,Asia,36.204824,138.252924
1638,Oil India,1.9,0.7,4.5,6.1,India,Asia,20.593684,78.96288
1639,Bendigo & Adelaide Bank,3.8,0.2,58.5,4.4,Australia,Oceania,-25.274398,133.775136
1640,Halyk Bank,1.6,0.5,16,2,Kazakhstan,Europe,48.019573,66.923684
1641,Pacific Rubiales Energy,3.9,0.5,7.1,7.1,Canada,North America,56.130366,-106.346771
1642,Michael Kors Holdings,2,0.3,1.2,11.5,Hong Kong,Asia,22.396428,114.109497
1642,Juroku Bank,1.4,0.1,66.6,1.5,Japan,Asia,36.204824,138.252924
1642,Aboitiz Equity Ventures,1.6,0.5,4.6,7.8,Philippines,Asia,12.879721,121.774017
1645,Qatar Islamic Bank,0.9,0.3,20.1,4.6,Qatar,Asia,25.354826,51.183884
1646,Rite Aid,26.1,-0.2,7.2,1.7,USA,North America,37.09024,-95.712891
1647,Serco Group,7.8,0.4,5.3,4.7,UK,Europe,55.378051,-3.435973
1648,Minmetals Development,25.7,0.1,7.6,2.6,China,Asia,35.86166,104.195397
1648,Boliden,6.2,0.5,6.1,4.6,Sweden,Europe,60.128161,18.643501
1650,Banco Carige,2,-0.1,65.1,1.8,Italy,Europe,41.87194,12.56738
1651,Constellation Brands,2.7,0.4,8.3,8.4,USA,North America,37.09024,-95.712891
